doc_set,doc_id,doc_content
uspc_2013,531,"1. An aft part of an aircraft comprising:  
at least one engine assembly including a turbine engine and a turbine engine mounting pylon, the engine assembly being added onto a side of an aircraft structure;  
the pylon comprising a rigid structure offset radially from a longitudinal axis of the turbine engine along one direction of separation, and first attachment means for assembly of the turbine engine on the rigid structure and second attachment means fixed firstly to the rigid structure and secondly to the aircraft structure;  
the rigid structure comprising a longitudinal central box and a connection box carried by the central longitudinal box and projecting from it along a first direction of a line of separation from the turbine engine towards the rigid structure; and  
the aircraft structure comprising a fuselage lateral extension projecting from the fuselage in a second direction along the line of separation, opposite the first direction,  
wherein one of the two entities among the lateral extension of the fuselage and the connection box is pressed into contact with the other entity, below it, the second attachment means being arranged between these two entities.  
2. An aircraft comprising an aft part according to  claim 1.
3. A method of assembly an aft part of an aircraft according to  claim 1, comprising:  
lifting the engine assembly, so as to press one of the two entities into contact among the fuselage lateral extension and the connection box into contact with the other entity and below it; and  
then mounting the second attachments means between the two entities.  
4. An aft part according to  claim 1, wherein  
the fuselage lateral extension comprises a plurality of first ribs;  
the connection box comprises a plurality of second ribs; and  
at least one of the first ribs is laid out in continuity of one of the second ribs, approximately in a same plane.  
5. An aft part according to  claim 4, wherein at least part of the second attachment means is fixed on the first and second ribs.
6. An aft part according to  claim 4, wherein each first rib of the fuselage lateral extension is made in a single piece with a fuselage frame.
7. An aft part according to  claim 1, wherein the second attachment means forms a statically determinate attachment system of the engine assembly onto the aircraft structure.
8. An aft part according to  claim 7, wherein the second attachment means includes a plurality of mounts each including a rod resisting forces.
9. An aft part according to  claim 1, wherein the second attachment means forms a statically indeterminate system for attachment of the engine assembly onto the aircraft structure.
10. An aft part according to  claim 9, wherein the second attachment means includes a plurality of soft mounts each including a shock absorbing element made of rubber or elastomer. "
uspc_2013,532,"1. An air inlet of a turbojet pod, comprising:  
an inlet lip made up of at least two identical circumferentially extending sections, each of the identical sections having at least one electric heating element for de-icing; and  
a downstream structure having a front face and at least two structural elements fixed to the front face and extending in an upstream direction;  
wherein, the downstream structure further comprises at least one power supply connector mounted on the front face on either side of the structural elements;  
wherein, the at least two identical sections are attached to the downstream structure and are butted together end-to-end along a periphery of the air inlet pod, such that the respective abutting ends of the identical sections form a joint at the location of each of the structural elements;  
wherein, each electric heating element further comprises at least one electrical connector which is configured to connect to the at least one corresponding power supply connector of the downstream structure.  
2. The inlet lip as claimed in  claim 1, wherein the inlet lip is made up of four identical sections.
3. The inlet lip as claimed in  claim 2, wherein the at least one electrical connector is located substantially in the center of each of the identical sections.
4. The inlet lip as claimed in  claim 2, wherein the at least one electrical connector is located substantially at one end of each of the identical sections.
5. The inlet lip as claimed in  claim 4, wherein the at least one electrical connector is located at each end of each of the identical sections, each connector configured to receive a conducting cap to maintain the electrical continuity of the connector which is not intended to be connected to the corresponding power supply connector.
6. The downstream structure as claimed in  claim 1,  
wherein the front face comprises at least one opening to allow access to the power supply connector.  
7. The downstream structure as claimed in  claim 1,  
wherein the power supply connector is mounted in a removable plate forming a part of the front face of the downstream structure.  
8. The downstream structure as claimed in  claim 1,  
further comprising at least one hatch formed in an outer wall of the downstream structure which allows access to the electrical power supply connector.  
9. The downstream structure as claimed in  claim 8, wherein the hatch is located at the joint between the at least two identical sections of the inlet lip.
10. The downstream structure as claimed in  claim 1, further comprising an outer wall which is at least partially associated with movable covers provided on a mid-section of the pod.
11. A turbojet pod, comprising the air inlet and the downstream structure as claimed in  claim 1. "
uspc_2013,533,"1. An arrangement for suspending a jet engine, comprising:  
a suspension beam attachable to a supporting structure attached to an aircraft fuselage;  
a first suspension for connecting one of a forward portion of an engine casing to a forward portion of the suspension beam and a rearward portion of the engine casing to a rearward portion of the suspension beam;  
a framework for connecting to an other of the forward portion of the engine casing and the rearward portion of the engine casing;  
a second suspension connecting the framework to an other of the forward portion of the suspension beam and the rearward portion of the suspension beam;  
at least one thrust rod additionally connecting the framework to the suspension beam, the thrust rod arranged at an acute angle relative to the suspension beam:  
wherein the framework is arranged circumferentially around the engine casing;  
a plurality of struts extending around the engine casing and connecting the engine casing to the framework.  
2. The arrangement of  claim 1, wherein the framework connects to the engine casting outwardly of the second suspension.
3. The arrangement of  claim 2, wherein the framework includes:  
a suspension ring extending circumferentially around the engine casing and being arranged near the supporting structure;  
the plurality of struts connecting the engine casing to the suspension ring;  
wherein, the second suspension and the thrust rod are connected to the suspension ring.  
4. The arrangement of  claim 3, wherein the connection of the thrust rod to the suspension beam is arranged closer to the first suspension than to the second suspension.
5. The arrangement of  claim 4, wherein:  
loads in a y-direction and in a z-direction are accommodated by the first suspension;  
loads in an x-direction, the y-direction and the z-direction, as well as torques about an x-axis are accommodated by the second suspension; and  
loads in the x-direction and bending moments about a y-axis and a z-axis are accommodated by the thrust rod.  
6. The arrangement of  claim 5, and further comprising a second thrust rod, with the two thrust rods being arranged at an acute angle relative to each other, both thrust rods connecting the suspension ring to the suspension beam.
7. The arrangement of  claim 6, wherein the supporting structure is formed by a shear-panel carrier arranged in a pylon.
8. The arrangement of  claim 7, wherein the engine is a propfan engine having at least one propeller being arranged behind the supporting structure.
9. The arrangement of  claim 7, wherein the engine is a propfan engine having at least one propeller being arranged in front of the supporting structure.
10. The arrangement of  claim 1, wherein the framework includes:  
a suspension ring extending circumferentially around the engine casing and being arranged near the supporting structure;  
the plurality of struts connecting the engine casing to the suspension ring;  
wherein, the second suspension and the thrust rod are connected to the suspension ring.  
11. The arrangement of  claim 1, wherein the connection of the thrust rod to the suspension beam is arranged closer to the first suspension than to the second suspension.
12. The arrangement of  claim 1, wherein:  
loads in a y-direction and in a z-direction are accommodated by the first suspension;  
loads in an x-direction, the y-direction and the z-direction, as well as torques about an x-axis are accommodated by the second suspension; and  
loads in the x-direction and bending moments about a y-axis and a z-axis are accommodated by the thrust rod.  
13. The arrangement of  claim 1, and further comprising a second thrust rod, with the two thrust rods being arranged at an acute angle relative to each other, both thrust rods connecting the framework to the suspension beam.
14. The arrangement of  claim 1, wherein the supporting structure is formed by a shear-panel carrier arranged in a pylon.
15. The arrangement of  claim 1, wherein the engine is a propfan engine having at least one propeller being arranged behind the supporting structure.
16. The arrangement of  claim 1, wherein the engine is a propfan engine having at least one propeller being arranged in front of the supporting structure."
uspc_2013,534,"1. A connection for mounting an aircraft engine to an aircraft pylon comprising:  
a plate to be connected to a portion of an aircraft engine, and a body extending rearward from said plate;  
a back-up connection between said portion of said aircraft engine and said body, said back-up connection including a pin positioned within a slotted hole, there being clearance between said pin and said slotted hole when there is a normal connection between said plate and said body, said pin positioned substantially perpendicular to an axis of rotation of said engine.  
2. The connection as set forth in  claim 1, wherein said pin contacts said slotted hole when there is a failed connection between said plate and said body.
3. The connection as set forth in  claim 2, wherein said pin contacts a bottom of said slotted hole when there is a failed connection between said plate and said body.
4. The connection as set forth in  claim 1, wherein said pin is supported by two lugs attached to said portion of said aircraft engine.
5. The connection as set forth in  claim 4, wherein said body includes a tang at a lower end thereof, said slotted hole provided in said tang.
6. The connection as set forth in  claim 5, wherein each of said lugs are arranged on opposed sides of said tang, there being a clearance between said lugs and said tang when there is a normal connection between said plate and said body.
7. The connection as set forth in  claim 6, wherein one of said lugs contacts a respective one of said opposed sides of said tang when there is a failed connection between said plate and said body.
8. The connection as set forth in  claim 1, wherein said slotted hole has a length from a first end to a second end, and wherein said slotted hole has a height from a bottom of said slotted hole to a top.
9. The connection as set forth in  claim 8, wherein said length of said slotted hole is greater than said height of said slotted hole.
10. The connection as set forth in  claim 9, wherein each of said length and height of said slotted hole is greater than a diameter of said pin.
11. A connection for mounting an aircraft engine to an aircraft pylon comprising:  
a plate to be connected to a portion of an aircraft engine, and a body extending rearward from said plate;  
a back-up connection between said portion of said aircraft engine and said body, said back-up connection including a pin positioned within a slotted hole, there being clearance between said pin and said slotted hole when there is a normal connection between said plate and said body; and  
wherein said slotted hole has a length from a first end to a second end, said slotted hole having a height from a bottom of said slotted hole to a top, said length of said slotted hole being greater than said height of said slotted hole, each of said length and said height of said slotted hole being greater than a diameter of said pin, and wherein said length of said slotted hole is arranged substantially parallel to an axis of rotation of said aircraft engine.  
12. The connection as set forth in  claim 11, wherein said pin is positioned substantially perpendicular to said axis of rotation of said engine.
13. An aircraft comprising:  
an engine mounted to an aircraft pylon;  
a connection mounting said engine to said pylon, said connection including a plate connected to a portion of said engine, and a body extending rearward from said plate; and  
aback-up connection between said portion of said aircraft engine and said body, said back-up connection including a pin positioned within a slotted hole, there being clearance between said pin and said slotted hole when there is a normal connection between said plate and said body, wherein a length of said slotted hole is arranged substantially parallel to an axis of rotation of said aircraft engine.  
14. The aircraft as set forth in  claim 13, wherein said slotted hole has a length from a first end to a second end, and wherein said slotted hole has a height from a bottom of said slotted hole to a top, said length of said slotted hole is greater than said height of said slotted hole.
15. The aircraft as recited in  claim 14, wherein, when there is a failed connection between said plate and said body, said pin contacts a bottom of said slotted hole without contacting either of said ends of said slotted hole.
16. The connection as set forth in  claim 1, wherein the entirety of said body is positioned rearward of said plate.
17. The aircraft as set forth in  claim 13, wherein the entirety of said body is positioned rearward of said plate.
18. The connection as set forth in  claim 1, wherein, when there is a normal connection between said body and said plate, forces from said engine are transmitted by the connection between said body and said plate without being transmitted by said back-up connection.
19. The aircraft as set forth in  claim 13, wherein, when there is a normal connection between said body and said plate, forces from said engine are transmitted by the connection between said body and said plate without being transmitted by said back-up connection.
20. The aircraft as set forth in  claim 13, wherein said length of said slotted hole extends from a first end to a second end, said slotted hole has a height from a bottom of said slotted hole to a top, said length of said slotted hole greater than said height of said slotted hole. "
uspc_2013,535,"1. A connection assembly of an engine pylon underneath an aircraft wing, the wing being provided with a fitting, the engine pylon being provided with a fork joint nested in the fitting and fixed to the said fitting by means of a traversing pin system,  
wherein the pin system is provided with:  
an external primary pin,  
a secondary pin mounted inside the primary pin,  
a primary shoulder mounted directly around the primary pin, at a blind end of the pin system, to block the said primary pin in translation,  
a secondary shoulder mounted around one end of the secondary pin, at a blind end of the pin system, to block the system in rotation,  
an interlocking assembly mounted around the primary pin and the secondary pin, at a free end of the pin system, to block the pin system in translation.  
2. A connection assembly according to  claim 1, wherein the primary shoulder has a flattened annular shape with a central orifice and an external flange capable of being inserted at least partly into a groove of the primary pin.
3. A connection assembly according to any one of  claims 1 to  2, wherein the secondary shoulder has a form of a disk equipped with an off-centered oblong lateral opening capable of being inserted around the blind end of the secondary pin.
4. A connection assembly according to  claim 1, wherein the primary shoulder has a form of a washer with a central orifice and at least one polarizing element, assuring that the primary shoulder is maintained in a groove of the primary pin.
5. A connection assembly according to  claim 1 or  4, wherein the secondary shoulder has a form of a disk equipped with a central opening whose shape is complementary to that of a blind face of the secondary pin.
6. A connection assembly according to any one of  claims 1 to  2, wherein the secondary pin is provided with a groove capable of receiving the secondary shoulder.
7. A connection assembly according to any one of  claims 1 to  2, wherein the blind end of the secondary pin is provided with at least one flat portion capable of coming into contact against a flat portion of the primary shoulder and/or a flat portion of the primary pin.
8. A connection assembly according to any one of  claims 1 to  2, wherein the interlocking assembly is provided with a primary nut screwed around a free end of the secondary pin and a secondary nut mounted around this same one free end of the secondary pin.
9. A method for installing a connection assembly according to  claim 1, the method including the following operations:  
installation of the fork joint of the pylon in the wing fitting,  
sliding of the primary pin through the fork joint and the fitting from a free face of the fitting as far as a blind face of the said fitting,  
installation of the primary shoulder around the blind end of the primary pin,  
sliding of the secondary pin inside the primary pin,  
installation of the secondary shoulder around the blind end of the secondary pin,  
screwing of a primary nut around the free end of the secondary pin, and  
installation of a secondary nut around the free end of the secondary pin.  
10. An aircraft provided with an engine pylon fixed underneath a wing by way of a connection assembly according to  claim 1."
uspc_2013,536,"1. A method of creating an aircraft engine pylon, the method comprising the steps of:  
a) forming a top wall to include a mitered surface along each of two opposing edges;  
b) forming a bottom wall to include a mitered surface along each of two opposing edges;  
c) forming a left side wall to include a mitered surface along each of two opposing edges;  
d) forming a right side wall to include a mitered surface along each of two opposing edges;  
e) forming a splatter guard adjacent to the mitered surface along at least four edges of the top, bottom, left side, and right side walls;  
f) positioning the top, bottom, left side, and right side walls to be joined with one another such that the mitered surfaces of each wall are aligned with the mitered surfaces of the adjacent walls and the splatter guards are positioned in interior corners of the pylon; and  
g) joining the top, bottom, left side, and right side walls together such that no material is ejected into the interior of the pylon; and  
h) forming wing attachment features and engine attachment features on the pylon.  
2. The method of  claim 1, further including the step of removing the splatter guards after the top, bottom, left side, and right side walls are joined together.
3. The method of  claim 1, wherein the top, bottom, left side, and right side walls are joined together using electron-beam welding.
4. The method of  claim 1, wherein after positioning the top, bottom, left side, and right side walls to be joined with one another, each splatter guard blocks a path from the mitered surfaces to the interior of the pylon.
5. A method of creating an aircraft engine pylon, the method comprising the steps of:  
a) forming a top wall to include a mitered surface along each of two opposing edges;  
b) forming a bottom wall to include a mitered surface along each of two opposing edges;  
c) forming a left side wall to include a mitered surface along each of two opposing edges;  
d) forming a right side wall to include a mitered surface along each of two opposing edges;  
e) positioning the top, bottom, left side, and right side walls to be joined with one another such that the mitered surfaces of each wall are aligned with the mitered surfaces of the adjacent walls; and  
f) joining the top, bottom, left side, and right side walls together; and  
g) forming wing attachment features and engine attachment features on the pylon.  
6. The method of  claim 5, further comprising the step of forming an inner beveled surface along an inner edge and an outer beveled surface along an outer edge of the mitered surfaces of each of the top, bottom, left side, and right side walls before the walls are joined.
7. The method of  claim 5, further comprising the step of forming a truss structure in each of the top, bottom, left side, and right side walls.
8. A method of creating an aircraft engine pylon, the method comprising the steps of:  
a) forming a top wall to include a mitered surface along each of two opposing edges;  
b) forming a bottom wall to include a mitered surface along each of two opposing edges;  
c) forming a left side wall to include a mitered surface along each of two opposing edges;  
d) forming a right side wall to include a mitered surface along each of two opposing edges;  
e) forming an inner beveled surface along an inner edge and an outer beveled surface along an outer edge of the mitered surfaces of each of the top, bottom, left side, and right side walls;  
f) forming a splatter guard adjacent to the mitered surface along at least four edges of the top, bottom, left side, and right side walls;  
g) positioning the top, bottom, left side, and right side walls to be joined with one another such that the mitered surfaces of each wall are aligned with the mitered surfaces of the adjacent walls and the splatter guards are positioned in interior corners of the pylon; and  
h) joining the top, bottom, left side, and right side walls together at the mitered surfaces such that no material is ejected into the interior of the pylon; and  
i) forming wing attachment features and engine attachment features on the pylon.  
9. The method of  claim 8, further including the step of removing the splatter guards after the top, bottom, left side, and right side walls are joined together. "
uspc_2013,537,"1. An aircraft provided with at least two turbojet engines comprising:  
nacelles partially embedded in a fuselage of the aircraft,  
wherein the aircraft comprises an internal space delimited by an enlarged rear portion of the fuselage of each side of the aircraft, the enlarged rear portion being aft of a wing of the aircraft and wider than an upstream portion of the fuselage and forming the engine nacelles and the engines are disposed in the internal space, the internal space comprising a platform capable of supporting personnel and maintenance equipment, with portions of the nacelles located inside the aircraft comprising trapdoors or means for accessing inside both of the engines from the platform, and  
wherein the enlarged rear portion of the fuselage forming the engine nacelles further comprises at an upstream end air inlet openings facing upstream for feeding the turbojets with air from outside of the aircraft.  
2. The aircraft according to  claim 1, wherein the platform is carried by a floor of the aircraft.
3. The aircraft according to  claim 2, wherein the platform extends from one engine to another engine inside the aircraft.
4. The aircraft according to  claim 1, wherein certain portions of the engines located inside the aircraft are devoid of protective covers.
5. The aircraft according to  claim 1, wherein each engine comprises at least one casing surrounding the engine, the casing having a portion located inside the aircraft carrying equipment that can be replaced during a stop-over.
6. The aircraft according to  claim 5, wherein the equipment that can be replaced during a stop-over includes at least one element among a calculator, an electrical lead, an ignition exciter box, a lubricating module, a speed sensor, an oil tank, and a starter.
7. The aircraft according to  claim 1, wherein the platform is disposed below axes of the engines.
8. The aircraft according to  claim 1, wherein the engines are not connected to the fuselage by pylons.
9. The aircraft according to  claim 1, wherein the enlarged rear portion of the fuselage forming the engine nacelles further comprises outlet openings downstream of the engines for ejecting air from the engines to the outside of the aircraft. "
uspc_2013,538,"1. Apparatus for operating a braking system on a landing gear for an aircraft, said apparatus comprising:  
a brake actuating system configured to actuate the braking system of said aircraft;  
a ram air turbine (RAT) located on said landing gear and configured to provide a first power type to said brake actuating system; and  
a control system configured to controllably supply said first power type from said RAT to said brake actuating system for operating said braking system.  
2. Apparatus for at least partially powering an aircraft landing system, said system including a deployable aircraft landing gear for an aircraft, said apparatus comprising:  
an actuating system configured to actuate said aircraft landing system upon receipt of a first power type;  
a ram air turbine (RAT) located on said aircraft landing gear and configured to provide said first power type to said actuating system; and  
a control system configured to controllably supply said first power type from said RAT to said actuating system for actuating said aircraft landing system.  
3. Apparatus according to  claim 2 in which said aircraft landing system is a braking system for said aircraft and said actuating system actuates said braking system.
4. Apparatus according to  claim 2 in which said control system is configured to controllably supply said first power type from said RAT as a primary power source to said actuating system for operating said aircraft landing system.
5. A method for operating a braking system located on a retractable landing gear for an aircraft, said method comprising the steps of:  
a) lowering said landing sear, said landing gear including a ram air turbine (RAT) located thereon and a brake actuating system;  
b) receiving a command to operate said braking system and directing power from said RAT to said brake actuating system to operate said braking system in response to said command.  
6. A method for at least partially powering an aircraft landing system for an aircraft, said method comprising the steps of:  
a) locating a ram air turbine (RAT) on a landing gear of said aircraft;  
b) receiving a command to operate an aircraft landing system for an aircraft;  
c) directing power from said RAT to an actuating system for said aircraft landing system; and  
d) actuating said aircraft landing system in response to said command.  
7. A method according to  claim 6 in which said aircraft landing system is the deployment and retraction of said landing gear.
8. A method according to  claim 6 in which said aircraft landing system is the braking system for said aircraft.
9. A method according to  claim 6 in which said actuating system is configured to controllably supply said power from said RAT as a primary power source for operating said aircraft landing system. "
uspc_2013,539,"1. An aircraft comprising:  
at least two jet-propulsion engines mounted laterally to a fuselage of the aircraft in an approximately symmetrical design in relation to a vertical plane of symmetry of the aircraft in an aft area of the fuselage,  
wherein each of the at least two jet engines is mounted on the fuselage a distance away from the vertical plane of symmetry of the aircraft,  
wherein each jet engine is partly inside an envelope surface of a theoretical fuselage, whose lines correspond approximately to the lines of a fuselage without aft engines or with aft engines mounted in the conventional way outside the fuselage with support struts,  
wherein the jet engines are mounted laterally on a main boom formed by a centered box structure on the vertical plane of symmetry of the aircraft, with said box structure being inside the fuselage in back of a main forward frame of a pressurized area of said fuselage and the main boom includes a first extension that extends from the main boom and connects the main boom with an upper portion of the pressurized area of the fuselage in front of the main forward frame in a direction of movement of the aircraft in flight, upstream from the jet engines, and a second extension that extends from the main boom and connects the main boom with a lower portion of the pressurized area of the fuselage in front of the main forward frame in the direction of movement of the aircraft in flight, upstream from the jet engines.  
2. The aircraft in  claim 1, in which each half-buried jet engine is provided, in front, in the direction of movement of the aircraft-in flight, with an air inlet and a guidance area for an aerodynamic air inlet flow; said guidance area is located inside the envelope surface of the theoretical fuselage and in an extension of an air inlet duct of the jet engine in question.
3. The aircraft in  claim 2, in which each half-buried jet engine is mounted on the main boom so that the jet engine is located aft of the main forward frame and in which the main forward frame is provided with an undercut relief for the passage of the guidance area for the aerodynamic air inlet flow.
4. The aircraft in  claim 3 in which each half-buried jet engine is mounted on a support strut, with said support strut mounted on the main boom.
5. The aircraft in  claim 4, in which supports are mounted on the main boom, and said supports have articulated supports for cowlings of pods of the half-buried jet engines.
6. The aircraft in  claim 5 in which the pod cowlings of each half buried jet engine have at least one aft cowling, called the core cowling, located in a jet nozzle of the jet engine, and said core cowling has a first element articulated on articulated supports mounted on the main boom and at least one second element articulated on the first element.
7. The aircraft in  claim 5 in which the pod cowlings on each half buried jet engine have at least one front cowling, call the air inlet cowling, located in the air inlet area of the jet engine, and said at least one air inlet cowling has at least one moving part, articulated or detachable, to allow the passage of a front fan cone of said jet engine when said engine is raised or lowered vertically during a maintenance operation.
8. The aircraft in  claim 4 in which supports are mounted on the main boom for hooking means of hoisting semi-buried jet engines.
9. The aircraft in  claim 2 in which one vertical part of a tail section unit is mounted on the main boom.
10. The aircraft in  claim 2 in which the main boom is integral with at least one of an upper structure, lower structure and lateral structures for transmitting forces from the main boom into areas of the fuselage in front of the main forward frame.
11. The aircraft in  claim 10 in which lateral structures for transmitting forces from the main boom into areas of the fuselage in front of the forward main frame extend toward the front, at least partly, in a pressurized area of the fuselage, for which it delineates laterally a manageable volume of said fuselage with a smaller width than the width permitted by the theoretical fuselage.
12. The aircraft of  claim 1, wherein the first extension is located opposite the second extension, and the first extension and the second extension intersect the vertical plane of symmetry of the aircraft."
uspc_2013,540,"1. An apparatus comprising:  
a lift fan clutch operable to modulate power between an aircraft powerplant and a vertical lift fan, the lift fan clutch having:  
a first inner plate slidingly coupled to a first shaft
a second inner plate slidingly coupled to the first shaft independently of the first inner plate;
a first outer plate and a second outer plate slidingly coupled with a second shaft, the first inner plate located between the first outer plate and the second outer plate, the first outer plate located between the first inner plate and the second inner plate;
wherein the plates are operable to be placed in contact in an engaged state and operable to be separated in a disengaged state, the first outer plate and second outer plate operable to be moved relative to one another;
a first inner energy storage device having a first portion coupled with the first inner plate such that the first portion is stationary with respect to the first inner plate and a second portion coupled with the first shaft such that the second portion is stationary with respect to the first shaft, and such that the first inner energy storage device provides a force that opposes relative motion between the first inner plate and the first shaft, wherein the first inner energy storage device is operable to return the first inner plate to a first inner plate disengaged position when in the disengaged state;
a second inner energy storage device having a first portion coupled with the second inner plate such that the first portion is stationary with respect to the second inner plate and a second portion coupled with the first shaft such that the second portion is stationary with respect to the first shaft, and such that the second inner energy storage device provides a force that opposes relative motion between the second inner plate and the first shaft, wherein the second inner energy storage device is operable to return the second inner plate to a second inner plate disengaged position when in the disengaged state;
an outer energy storage device connected between the first outer plate and the second outer plate such that the outer energy storage device provides a force that opposes relative motion between the first outer plate and the second outer plate, wherein the outer energy storage device is operable to provide a force to urge the first outer plate apart from the second outer plate when in the engaged state; and
wherein the engaged state is operable to couple rotation of the first shaft and the second shaft.    
2. The apparatus of  claim 1, wherein the first outer plate is slidingly coupled to the second outer plate with a travel member having a mechanical stop operable to limit a maximum relative distance between the first outer plate and the second outer plate.
3. The apparatus of  claim 2, wherein the outer energy storage device is coupled to the travel member.
4. The apparatus of  claim 3, which further includes a lug key coupled to the second shaft and slidingly coupled with the first outer plate and the second outer plate.
5. The apparatus of  claim 1, which further includes a second shaft end plate coupled to the second shaft, the first outer plate and second outer plate coupled through a lug key to the second shaft end plate, the lug key permitting sliding movement of the first outer plate and the second outer plate relative to the second shaft end plate.
6. The apparatus of  claim 5, the first shaft including a mechanical stop that limits movement of the second inner plate.
7. A method comprising:  
providing the apparatus of  claim 1;  
disengaging a lift fan coupled to the apparatus of  claim 1 by separating the first outer plate, the second outer plate, and a third outer plate from the first inner plate and the second inner plate, the separating including:  
expanding a relative distance between the first outer plate and the second outer plate with the outer energy storage device, the first outer plate and the second outer plate coupled with the second shaft;
translating the first inner plate along a second the first shaft with the first inner energy storage device coupled to the first shaft, the first inner plate located between the first outer plate and the second outer plate; and
shifting the second inner plate along the first shaft with the second energy storage device coupled to the first shaft, the second inner plate located on an opposite side of the second outer plate from the first inner plate.    
8. The method of  claim 7, which further includes limiting movement of the first outer plate relative to the second outer plate with a mechanical limiter.
9. The method of  claim 7, which further includes guiding the first outer plate and second outer plate with a lug key coupled to the second shaft. "
uspc_2013,541,"1. An aircraft nacelle comprising a door that moves relative to a stationary part, and a connecting device that makes it possible to limit the relative displacement between said door and said stationary part in a direction that corresponds to a primary direction of air flow outside of the nacelle during flight, said door being positioned downstream of said stationary part in said direction, said connecting device comprising an indexer connected to the door, said indexer comprising an attachment surface and at least one attachment element, and said connecting device further comprising at least one stop that is connected to the stationary part by a surface perpendicular to said direction and against which said indexer can rest in such a way as to limit movement of said indexer in said direction, said at least one attachment element being oriented radially of said direction and positioned upstream from said at least one stop in said direction, said at least one stop comprising a surface facing said door which is positioned on a line, parallel to said direction, which passes through said at least one attachment element and positioned essentially at the attachment surface of the indexer.
2. The aircraft nacelle according to  claim 1, wherein the connecting device comprises a female part with two stops that are separated from one another in said direction and which are configured to limit movement of the indexer in said direction, and wherein said at least one attachment element is positioned between said two stops.
3. The aircraft nacelle according to  claim 2, wherein the female part comprises a plate extending in said direction and comprising an opening sized to receive said indexer, said plate having a thickness less than 6 mm.
4. The aircraft nacelle according to  claim 3, wherein the plate is connected to the stationary part using brackets and connecting elements that fasten said brackets to the stationary part and to said plate.
5. The aircraft nacelle according to  claim 2, wherein the indexer is connected to an intermediate plate using said at least one attachment element, said intermediate plate being connected to the door by one or more further attachment elements.
6. The aircraft nacelle according to  claim 1, wherein the female part comprises a plate extending in said direction and comprising an opening sized to receive said indexer, said plate having a thickness less than 6 mm.
7. The aircraft nacelle according to  claim 6, wherein the plate is connected to the stationary part using brackets and connecting elements that fasten said brackets to the stationary part and to said plate.
8. The aircraft nacelle according to  claim 1, wherein the indexer is connected to an intermediate plate using said at least one attachment element, said intermediate plate being connected to the door by one or more further attachment elements.
9. The aircraft nacelle according to  claim 8, wherein the one or more further attachment elements have a shearing resistance that is different from that of said at least one attachment element.
10. The aircraft nacelle according to  claim 9, wherein said intermediate plate has an approximately triangular shape, said indexer being attached near an apex of said intermediate plate, said one or more further attachment elements being along an opposite side of said intermediate plate.
11. The aircraft nacelle according to  claim 8, wherein said intermediate plate has an approximately triangular shape, said indexer being attached near an apex of said intermediate plate, said one or more further attachment elements being along an opposite side of said intermediate plate.
12. The aircraft nacelle according to  claim 1, wherein the door is made of a composite material. "
uspc_2013,542,"1. A propulsion assembly for an aircraft, comprising:  
a turbojet engine comprising a fan casing and an engine casing;  
a pylon for supporting the turbojet engine; and  
a device for suspending the turbojet engine beneath the pylon comprising:  
front suspension connecting rods extending between said fan casing and said pylon in a plane substantially perpendicular to an axis of said turbojet engine,
rear suspension connecting rods extending between a rear portion of said engine casing and said pylon in a plane substantially perpendicular to the axis of said turbojet engine, said rear suspension connecting rods being substantially parallel with one another
a thrust-absorbing connecting rod extending between a front portion of said engine casing and said pylon in a plane comprising the axis of said turbojet engine, and
an additional connecting rod extending between said fan casing and said pylon in a direction substantially parallel to that of the axis of said turbojet engine.    
2. The propulsion assembly as claimed in  claim 1, wherein all said connecting rods are connected by swivel joints to their respective members.
3. The propulsion assembly as claimed in  claim 1, wherein directions of said front suspension connecting rods are substantially radial relative to the axis of said turbojet engine.
4. The propulsion assembly as claimed in  claim 1, wherein said front suspension connecting rods are placed in a manner that is substantially symmetrical relative to a substantially vertical plane containing the axis of said turbojet engine.
5. The propulsion assembly as claimed in  claim 1, wherein a direction of one of said rear suspension connecting rods is substantially radial relative to the axis of said turbojet engine.
6. The propulsion assembly as claimed in  claim 1, wherein a direction of said rear suspension connecting rods is inclined relative to the vertical.
7. The propulsion assembly as claimed in  claim 1, wherein said thrust-absorbing connecting rod is inclined relative to the axis of said turbojet engine. "
